,id,category,sub category,product,price,organic,vegetarian,vegan,gluten free,lactose free,beter leven,unit,weight,calories,ingredients
1603,2583,Bakery and pastry,Pastries,AH Picolientje,2.4,,,,,,,4 stuks,188 Gram,,-
1604,2584,Bakery and pastry,Pastries,AH Volkoren eierkoeken,1.9,,1.0,,,,,"200 gPrijs per KG € 5,45",200 Gram,301,"Ingrediënten: volkoren tarwemeel, suiker, 20% vrije-uitloopei, water, invertsuikerstroop, vollemelkpoeder, rijsmiddel (ammoniumcarbonaat [E503]), sojabloem, natuurlijk aroma.
Waarvan toegevoegde suikers 25g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
1605,2585,Bakery and pastry,Pastries,AH Donuts suiker (vers),2.19,,,,,,,4 stuks,,442,"Ingrediënten: TARWEbloem, water, 14% suiker, palmvet, dextrose, zonnebloemolie, gist, rijsmiddel (E450, E500), WEIPOEDER, magere MELKpoeder, emulgator (E471, E481), aroma, kleurstof (caroteen), zout, SOJAbloem

Allergie-informatie: bevat tarwegluten, soja, melkeiwit, lactose. Gemaakt in een bedrijf waar ook noten worden verwerkt."
1606,2586,Bakery and pastry,Pastries,AH Stroopwafels,1.86,,1.0,,,,,8 stuks,310 Gram,450,"Ingrediënten: tarwebloem, 29% glucose-fructosestroop, 25% roomboter, suiker, 4,5% suikerstroop, tarwevezel, sojabloem, zout, rijsmiddel (natriumcarbonaten [E500]), emulgator (sojalecithine [E322]), natuurlijk aroma, kaneel, Bourbonvanille, voedingszuur (citroenzuur [E330]).
Waarvan toegevoegde suikers 32g per 100 gram en waarvan toegevoegd zout 0.50g per 100 gram"
1607,2587,Bakery and pastry,Pastries,AH Roomboter gevulde koeken,2.59,,,,,,,"4 stuksPrijs per KG € 7,19",340 Gram,,-
1608,2588,Bakery and pastry,Pastries,AH Spelt eierkoeken,2.19,,1.0,,,,,4 stuks,4 Aantal,295,"Ingrediënten: 31% speltbloem (tarwe), suiker, 13% vrije-uitloopei, water, 8,2% speltschroot (tarwe), rijsmiddel (difosfaat [E450], ammoniumcarbonaat [E503]), maïszetmeel, dextrose, sojabloem, glucosestroop, zout, melkeiwit, gekaramelliseerde suiker, nootmuskaat, natuurlijk vanillearoma.
Waarvan toegevoegde suikers 33g per 100 gram en waarvan toegevoegd zout 0.19g per 100 gram"
1609,2590,Bakery and pastry,Pastries,AH Roomboter cake naturel,3.22,,1.0,,,,,"400 gNormale prijs per KG € 9,48",400 Gram,393,"Ingrediënten: suiker, scharrelei, tarwebloem, 22% roomboter, zetmeel (tarwe, aardappel), rijsmiddel (natriumcarbonaat [E500], difosfaat [E450]), gedroogde glucosestroop, emulgator (mono- en diglyceriden van vetzuren [E471]), conserveermiddel (kaliumsorbaat [E202], calciumpropionaat [E282]), gejodeerd zout, tarwevezel, verdikkingsmiddel (xanthaangom [E415]), natuurlijk aroma, aroma, kleurstof (annatto norbixine [E160b(ii)]).
Waarvan toegevoegde suikers 27g per 100 gram en waarvan toegevoegd zout 0.20g per 100 gram"
1610,2591,"Dairy, vegetable and eggs",Butter,AH Vloeibaar bewust,1.89,,,1.0,1.0,1.0,,"0,5 lPrijs per LT € 3,78",500 Milliliter,630,"Ingrediënten: plantaardige olie (zonnebloem, raap, geheel geharde raap), water, emulgator (lecithine [E322], mono- en diglyceriden van vetzuren [E471], mono- en diglyceriden van vetzuren, veresterd met citroenzuur [E472c]), dieetzout (kaliumchloride), conserveermiddel (kaliumsorbaat [E202]), voedingszuur (citroenzuur [E330]), natuurlijk aroma, vitaminen (A, D), kleurstof (caroteen [E160a]).
Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter"
1611,2594,"Dairy, vegetable and eggs",Butter,Becel Light met omega 3,2.29,,,1.0,,,,"250 gPrijs per KG € 9,16",250 Gram,269,"Ingrediënten: Water*, plantaardige oliën 28%* (zonnebloem 15%, lijnzaad 7%, palm 4%, koolzaad 2%), gemodificeerd zetmeel, emulgatoren* (mono- en diglyceriden van vetzuren, zonnebloemlecithine), conserveermiddel (kaliumsorbaat), natuurlijk aroma*, vitamine (A, B1, B2, B6, B12, D, foliumzuur), Vol met ingrediënten* van natuurlijke oorsprong"
1612,2596,"Dairy, vegetable and eggs",Butter,Flower Farm Smeren zonder palmolie,1.99,,,,1.0,,,"225 gPrijs per KG € 8,84",225 Gram,540,"Ingrediënten: Plantaardige oliën en vetten (zonnebloemolie (62%), shea boter 38%)), water, wortelsap, zeezout, emulgator: mono- en diglyceriden van vetzuren, citroensap, natuurlijk aroma, vitamines: A, D."
1613,2598,"Dairy, vegetable and eggs",Butter,Blue Band Iedere dag vloeibaar,2.24,,,1.0,,,,"500 mlNormale prijs per LT € 5,98",500 Milliliter,652,"Ingrediënten: Plantaardige oliën 82% (koolzaad 67%, zonnebloem, geheel geharde koolzaad), water, zout 1,5%, emulgatoren (zonnebloemlecithine, SOJALECITHINE), natuurlijke aroma's, voedingszuur (citroenzuur), vitamines A en D, kleurstof (caroteen)"
1614,2600,"Dairy, vegetable and eggs",Butter,Becel Vloeibare bakboter voor vlees en jus,4.25,,,,,,,"450 mlPrijs per LT € 9,44",450 Milliliter,803,"Ingrediënten: Plantaardige oliën 97%* (zonnebloem (57%), koolzaad (31%), lijnzaad (7,6%), geheel geharde koolzaad (1,9%)), droge MELKBESTANDDELEN*, smaakversterkers (calciumglutamaat, dinatriumguanylaat, natriuminosinaat), emulgator* (SOJALECITHINE), kaliumfosfaat, kaliumchloride*, aroma's (bevatten MELK), magere MELKPOEDER*, vitamines A en D, *Vol met ingrediënten van natuurlijke oorsprong."
1615,2602,"Dairy, vegetable and eggs",Butter,"Blue Band Voor koken, bakken en braden voordeelpak",2.62,,,1.0,,,,"500 gNormale prijs per KG € 6,98",500 Gram,701,"Ingrediënten: Plantaardige oliën 79% (palm, koolzaad, zonnebloem in wisselende hoeveelheden), water, zout 1,5%, emulgatoren (SOJALECITHINE, mono- en diglyceriden van vetzuren), bereiding van tuinbonen, voedingszuur (citroenzuur), aroma, vitamines A en D"
1616,2603,"Dairy, vegetable and eggs",Butter,Croma Bakken en braden,2.81,,,,,,,"450 mlNormale prijs per LT € 8,33",450 Milliliter,805,"Ingrediënten: Plantaardige oliën (koolzaad, zonnebloem, volledig geharde koolzaad), zout (1,1%), droge MELKBESTANDDELEN, emulgator (SOJALECITHINE), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, natriuminosinaat), natuurlijke aroma's, vitamine A en D"
1617,2605,"Dairy, vegetable and eggs",Butter,De Zaanse Hoeve Roomboter gezouten,2.69,,1.0,,1.0,,,"250 gPrijs per KG € 10,76",250 Gram,735,"Ingrediënten: roomboter, 1% zout.
Waarvan toegevoegde suikers 0.0g per 100 gram en waarvan toegevoegd zout 1.00g per 100 gram"
1618,2607,"Dairy, vegetable and eggs",Butter,AH Roomboter ongezouten,1.85,,1.0,,1.0,,,"125 gPrijs per KG € 14,80",125 Gram,743,"Ingrediënten: roomboter*.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
*Van weidemelk."
1619,2611,"Dairy, vegetable and eggs",Butter,AH Kruidenboter met knoflook,2.25,,1.0,,1.0,,,"95 gPrijs per KG € 23,68",95 Gram,728,"Ingrediënten: 90% roomboter, plantaardige olie (raap, zonnebloem [in wisselende verhoudingen]), specerijen (knoflook, witte peper, ui, kurkuma, kruidnagel, paprika, nootmuskaat, foelie), zout, kruiden, maltodextrine, water, conserveermiddel (kaliumsorbaat [E202]), gistextract, natuurlijk aroma.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 1.15g per 100 gram"
1620,2613,"Dairy, vegetable and eggs",Butter,Campina Botergoud ongezouten roomboter,3.79,,,,,,,"250 gPrijs per KG € 15,16",250 Gram,744,"Ingrediënten: ROOMBOTER, Bevat 82% MELKvet."
1621,2615,"Dairy, vegetable and eggs",Butter,AH Margarine,1.55,,1.0,,1.0,,,"500 gPrijs per KG € 3,10",500 Gram,721,"Ingrediënten: palmvet, water, plantaardige olie (raap, kokos), zout, emulgator (lecithinen [E322 (soja)], mono- en diglyceriden van vetzuren [E471]), vegetarisch weipoeder, voedingszuur (citroenzuur [E330]), natuurlijk aroma, vitaminen (A, D), kleurstof (caroteen [E160a]).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 1.00g per 100 gram"
1622,2617,"Dairy, vegetable and eggs",Butter,Croma Bakken en braden voordeelfles,3.74,,,,,,,"750 mlNormale prijs per LT € 6,65",750 Milliliter,805,"Ingrediënten: Plantaardige oliën (koolzaad, zonnebloem, volledig geharde koolzaad), zout (1,1%) , droge MELKBESTANDDELEN, emulgator (SOJALECITHINE) , smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, natriuminosinaat), natuurlijke aroma's, vitamine A en D"
1623,2618,"Dairy, vegetable and eggs",Butter,De Zaanse Hoeve Ongezouten roomboter,4.99,,1.0,,1.0,,,"500 gPrijs per KG € 9,98",500 Gram,744,Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
1624,2620,"Dairy, vegetable and eggs",Butter,Becel Original margarine,3.9,,,1.0,,,,"500 gPrijs per KG € 7,80",500 Gram,404,"Ingrediënten: Water, plantaardige oliën (zonnebloem 26%, lijnzaad 11%, palm 6%, koolzaad 2%), emulgatoren (mono- en diglyceriden van vetzuren, lecithine), natuurlijk aroma, vitamine (A, B1, B2, B6, B12, D, foliumzuur)"
1625,2622,"Dairy, vegetable and eggs",Butter,AH Halvarine light,1.29,,,1.0,1.0,,,"500 gPrijs per KG € 2,58",500 Gram,270,"Ingrediënten: water, plantaardige olie (zonnebloem, lijnzaad [in wisselende verhoudingen]), palmvet, verdikkingsmiddel (pectine [E440]), emulgator (mono- en diglyceriden van vetzuren [E471], polyglycerolpolyricinoleaat [E476]), natuurlijk aroma, conserveermiddel (kaliumsorbaat [E202]), voedingszuur (citroenzuur [E330]), vitaminen (A, B1, B2, B6, foliumzuur, B12, D, E), kleurstof (caroteen [E160a]).
Waarvan toegevoegde suikers 0.0g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
1626,2624,"Dairy, vegetable and eggs",Butter,AH Roomboter ongezouten,3.19,,1.0,,1.0,,,"250 gPrijs per KG € 12,76",250 Gram,743,"Ingrediënten: roomboter*.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
*Van weidemelk."
1627,2628,"Dairy, vegetable and eggs",Butter,Lurpak Gezouten roomboter met koolzaadolie,3.99,,,,,,,"250 gPrijs per KG € 15,96",250 Gram,706,"Ingrediënten: Boter (64%) (MELK), koolzaadolie (26%), water, zuursel (MELK), zout (0,9%)"
1628,2629,"Dairy, vegetable and eggs",Butter,AH Zeezout boter,1.89,,1.0,,1.0,,,"100 gPrijs per KG € 18,90",100 Gram,725,"Ingrediënten: 83% roomboter, raapolie, water, zeezout, zout, conserveermiddel (kaliumsorbaat [E202]).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 2.40g per 100 gram"
1629,2631,"Dairy, vegetable and eggs",Butter,Blue Band Iedere dag vloeibaar,2.84,,,1.0,,,,"750 mlNormale prijs per LT € 5,05",750 Milliliter,652,"Ingrediënten: Plantaardige oliën 82% (koolzaad 67%, zonnebloem, geheel geharde koolzaad), water, zout 1,5%, emulgatoren (zonnebloemlecithine, SOJALECITHINE), natuurlijke aroma's, voedingszuur (citroenzuur), vitamines A en D, kleurstof (caroteen)"
1630,2633,"Dairy, vegetable and eggs",Butter,Croma Bakken en braden,1.94,,,,,,,"250 gNormale prijs per KG € 10,36",250 Gram,870,"Ingrediënten: plantaardige oliën (palm, koolzaad, zonnebloem, in wisselende verhoudingen), zout (1,2%), weipoeder (MELK), emulgator (SOJA lecithine), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), magere MELKPOEDER, natuurlijke aroma's, vitamine A en D."
1631,2634,"Dairy, vegetable and eggs",Butter,Campina Botergoud ongezouten grasboter,3.89,,,,,,,"225 gPrijs per KG € 17,29",225 Gram,744,"Ingrediënten: ROOMBOTER, Bevat 82% MELKvet."
1632,2635,"Dairy, vegetable and eggs",Butter,"Blue Band Voor koken, bakken en braden",1.64,,,1.0,,,,"250 gNormale prijs per KG € 8,76",250 Gram,701,"Ingrediënten: Plantaardige oliën 79% (palm, koolzaad, zonnebloem in wisselende hoeveelheden), water, zout 1,5%, emulgatoren (SOJALECITHINE, mono- en diglyceriden van vetzuren), bereiding van tuinbonen, voedingszuur (citroenzuur), aroma, vitamines A en D"
1633,2636,"Dairy, vegetable and eggs",Butter,Lurpak Ongezouten roomboter met koolzaadolie,3.89,,,,,,,"250 gPrijs per KG € 15,56",250 Gram,706,"Ingrediënten: Boter (64%) (MELK), koolzaadolie (26%), water, zuursel (MELK)"
1634,2637,"Dairy, vegetable and eggs",Butter,Blue Band Goede start!,1.79,,,1.0,,,,"500 gNormale prijs per KG € 4,78",500 Gram,341,"Ingrediënten: Water, plantaardige oliën 38% (zonnebloem 15%, palm, koolzaad 6%, lijnzaad 4,8%, volledig geharde palm), calciumzouten, gemodificeerd zetmeel, zout 0,4%, emulgatoren (mono- en diglyceriden van vetzuren, zonnebloemlecithine), conserveermiddel (kaliumsorbaat), voedingszuur (citroenzuur), natuurlijk aroma, antioxidant (calciumdinatrium EDTA), vitamines A, B1, B6, foliumzuur, B12 en D, kleurstof (caroteen)"
1635,2639,"Dairy, vegetable and eggs",Butter,Campina Botergoud ongezouten grasboter,3.85,,,,,,,"250 gPrijs per KG € 15,40",250 Gram,744,"Ingrediënten: ROOMBOTER, Bevat 82% MELKvet."
1636,2640,"Dairy, vegetable and eggs",Butter,Becel Light margarine,3.9,,,1.0,,,,"500 gPrijs per KG € 7,80",500 Gram,269,"Ingrediënten: Water*, plantaardige oliën 28%* (zonnebloem 15%, lijnzaad 7%, palm 4%, koolzaad 2%), gemodificeerd zetmeel, emulgatoren* (mono- en diglyceriden van vetzuren, lecithine), conserveermiddel (kaliumsorbaat), natuurlijk aroma*, vitamine (A, B1, B2, B6, B12, D, foliumzuur), Vol met ingrediënten* van natuurlijke oorsprong"
1637,2642,"Dairy, vegetable and eggs",Butter,AH Kruidenboter,1.29,,1.0,,1.0,,,"100 gPrijs per KG € 12,90",100 Gram,662,"Ingrediënten: 86% roomboter, water, kruiden (bieslook, peterselie, dille, selderij, basilicum, kervel), raapolie, specerijen, zout, peperextract, conserveermiddel (kaliumsorbaat [E202]), gistextract, verdikkingsmiddel (guarpitmeel [E412]), natuurlijk citroenaroma.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.88g per 100 gram"
1638,2644,"Dairy, vegetable and eggs",Butter,AH Basis vloeibaar,2.9,,,1.0,1.0,1.0,,"0,75 lPrijs per LT € 2,79",750 Milliliter,630,"Ingrediënten: plantaardige olie (raap, zonnebloem, geheel geharde raap), water, zout, emulgator (mono- en diglyceriden van vetzuren [E471], lecithine [E322]), conserveermiddel (kaliumsorbaat [E202]), voedingszuur (citroenzuur [E330]), natuurlijk aroma, kleurstof (caroteen [E160a]), vitaminen (A, D).
Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.90g per 100 milliliter"
1639,2647,"Dairy, vegetable and eggs",Butter,AH Roomboter met plantaardige olie ongezout,2.75,,1.0,,1.0,,,"250 gPrijs per KG € 11,00",250 Gram,589,"Ingrediënten: 63% roomboter, water, 13% raapolie, yoghurt.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
1640,2649,"Dairy, vegetable and eggs",Butter,Flower Farm Smeren zonder palm,2.99,,,1.0,1.0,,,"375 gPrijs per KG € 7,97",375 Gram,540,"Ingrediënten: plantaardige oliën en vetten (zonnebloemolie (62%), shea boter (38%)), water, wortelsap, zeezout, emulgator: mono- en diglyceriden van vetzuren, citroensap, natuurlijke aroma, vitamines: A, D."
1641,2652,"Dairy, vegetable and eggs",Butter,Blue Band Halvarine,1.69,,,1.0,,,,"500 gNormale prijs per KG € 4,50",500 Gram,351,"Ingrediënten: Water, plantaardige oliën 39% (zonnebloem 14%, palm, koolzaad 7,7%, lijnzaad 4,5%), gemodificeerd zetmeel, zout (0,35%), emulgatoren (mono- en diglyceriden van vetzuren, zonnebloemlecithine), voedingszuur (citroenzuur), natuurlijke aroma's, vitamine A, B1, B2, B6, foliumzuur, B12 en D"
1642,2654,"Dairy, vegetable and eggs",Butter,AH Goed begin 100% plantaardig,1.49,,,1.0,1.0,,,"500 gPrijs per KG € 2,98",500 Gram,361,"Ingrediënten: water, zonnebloemolie, palmvet, gemodificeerd aardappelzetmeel, calcium, emulgator (mono- en diglyceriden van vetzuren [E471]), zout, natuurlijk aroma, conserveermiddel (sorbinezuur [E200]), voedingszuur (citroenzuur [E330]), vitaminen (A, B1, B2, B6, B12, D, E), kleurstof (caroteen [E160a]).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.30g per 100 gram"
1643,2656,"Dairy, vegetable and eggs",Butter,AH Biologisch Roomboter ongezouten,3.29,1.0,1.0,,1.0,,3.0,"250 gPrijs per KG € 13,16",250 Gram,745,"Ingrediënten: roomboter*.
EU Landbouw
*Van biologische oorsprong.
Waarvan toegevoegde suikers 0g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
1644,2660,"Dairy, vegetable and eggs",Butter,Lurpak Roomboter gezouten,3.59,,,,,,,"200 gPrijs per KG € 17,95",200 Gram,739,"Ingrediënten: Room (MELK), zuursel (MELK), zout"
1645,2661,"Dairy, vegetable and eggs",Butter,AH Halvarine lekker op brood,1.19,,,1.0,1.0,,,"500 gPrijs per KG € 2,38",500 Gram,353,"Ingrediënten: water, plantaardige olie (zonnebloem, palm [in wisselende verhoudingen]), gemodificeerd aardappelzetmeel, emulgator (mono- en diglyceriden van vetzuren [E471]), zout, conserveermiddel (sorbinezuur [E200]), natuurlijk aroma, kleurstof (caroteen [E160a]), voedingszuur (citroenzuur [E330]), vitaminen (A, D).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.30g per 100 gram"
1646,2663,"Dairy, vegetable and eggs",Butter,Lurpak Roomboter ongezouten,3.49,,,,,,,"200 gPrijs per KG € 17,45",200 Gram,747,"Ingrediënten: Room (MELK), zuursel (MELK)"
1647,2664,"Dairy, vegetable and eggs",Butter,De Zaanse Hoeve Roomboter ongezouten,2.49,,1.0,,1.0,,,"250 gPrijs per KG € 9,96",250 Gram,744,Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
1648,2666,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Pur Natur Bio yoghurt framboos,1.29,1.0,,,,,,"150 gPrijs per KG € 8,60",150 Gram,87,"Ingrediënten: Volle YOGHURT* met levende fermenten, rietsuiker*, frambozen* 6,3%, frambozensap* 1,8%, citroensapconcentraat*, verdikkingsmiddelen: pectine, johannesbroodpitmeel*, rode bietensapconcentraat*, natuurlijk frambozenaroma, zuurteregelaar: calciumcitraat, *afkomstig van biologische landbouw"
1649,2668,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Pur Natur Bio yoghurt granaatappel,2.49,1.0,,,,,,"500 gPrijs per KG € 4,98",500 Gram,95,"Ingrediënten: Volle YOGHURT* met levende fermenten, granaatappelsap* 8,8%, rietsuiker*, rode bietensap*, stabilisatoren: pectine, johannesbroodpitmeel*, natuurlijk aroma, *afkomstig van biologische landbouw"
1650,2670,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Pur Natur Bio yoghurt,2.99,1.0,,,,,,"1000 gPrijs per KG € 2,99",1 Kilogram,64,"Ingrediënten: Volle YOGHURT* met levende fermenten, *afkomstig van biologische landbouw"
1651,2673,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Pur Natur Biologische yoghurt,2.79,1.0,,,,,,"500 gPrijs per KG € 5,58",500 Milliliter,72,"Ingrediënten: Volle YOGHURT* met levende fermenten, *afkomstig van biologische landbouw"
1652,2675,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Campina Volle yoghurt,1.89,,,,,,,"1 lPrijs per LT € 1,89",1 Liter,61,Schudden voor gebruik.
1653,2678,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Campina Magere milde kwark met vleugje vanille,2.49,,,,,,,"500 gPrijs per KG € 4,98",500 Gram,65,"Ingrediënten: Magere KWARK, suiker, citroensap, maïszetmeel, natuurlijk vanillearoma, gemalen vanillestokjes"
1654,2679,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,De Zaanse Hoeve Halfvolle yoghurt,1.35,,1.0,,1.0,,,"1 lPrijs per LT € 1,35",1 Liter,46,"Ingrediënten: halfvolle yoghurt*.
Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter
*Van weidemelk."
1655,2683,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Arla Skyr naturel yoghurt 0% fat XL,3.69,,,,,,,"1 kgPrijs per KG € 3,69",1000 Gram,63,Ingrediënten: Magere YOGHURT
1656,2686,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Arla Lactofree halfvolle yoghurt,2.29,,,,,,,"1 lPrijs per LT € 2,29",1 Liter,50,"Ingrediënten: Halfvolle YOGHURT, lactase"
1657,2687,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Arla Biologische milde yoghurt halfvol,1.99,1.0,,,,,,"1 lPrijs per LT € 1,99",1 Liter,51,Ingrediënten: Bevat koemelkeiwit en lactose
1658,2690,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Lactosevrije kwark,1.69,,1.0,,1.0,1.0,,"500 gPrijs per KG € 3,38",500 Gram,50,"Ingrediënten: magere kwark, lactase.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
1659,2693,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Campina Halfvolle yoghurt vanillesmaak,2.9,,,,,,,"1 lPrijs per LT € 2,09",1 Liter,78,"Ingrediënten: halfvolle YOGHURT, suiker, gemodificeerd maïszetmeel, aroma, kleurstoffen: curcumine en annato"
1660,2695,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Arla Skyr naturel yoghurt 0% fat,1.99,,,,,,,"450 gPrijs per KG € 4,42",450 Gram,63,Ingrediënten: Magere YOGHURT
1661,2697,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Melkunie Protein chocolade pudding,1.79,,,,,,,"200 gPrijs per KG € 8,95",200 Gram,74,"Ingrediënten: MELK, MELKeiwit, zoetstoffen: erytritol en steviolglycosiden, 1,8% magere cacaopoeder, stabilisatoren: carrageen en guargom, BCAA: leucine, isoleucine en valine, natuurlijk aroma , magnesiumcarbonaat, zinksulfaat, vitamine D3"
1662,2699,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Optimel Magere kwark aardbei,2.6,,,,,,,"500 gNormale prijs per KG € 5,50",500 Gram,44,"Ingrediënten: Magere KWARK, 27% magere YOGHURT, 7,6% aardbei, gemodificeerd maïszetmeel, aroma, water, wortelconcentraat, citroensap, zoetstof: sucralose"
1663,2700,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Skyr IJslandse stijl,1.45,,1.0,,1.0,,,"500 gPrijs per KG € 2,90",500 Gram,62,Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
1664,2702,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Halfvolle vanilleyoghurt,1.79,,1.0,,,,,"1 lPrijs per LT € 1,79",1 Liter,79,"Ingrediënten: halfvolle yoghurt, suiker, gemodificeerd maïszetmeel, aroma, kleurstof (riboflavine [E101], annatto norbixine [E160b(ii)]), vanille-extract.
Waarvan toegevoegde suikers 7.9g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter
*Van weidemelk."
1665,2706,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Almhof Roomyoghurt perzik maracuja,2.25,,,,,,,"500 gNormale prijs per KG € 4,50",500 Gram,141,"Ingredienten:
ROOMYOGHURT, suiker, 5,1% perziken, 0,9% maracujasap uit concentraat, zetmeel, natuurlijk aroma. KAN SPOREN VAN NOTEN BEVATTEN."
1666,2707,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Danoontje Knijpyoghurt aardbei,0.99,,,,,,,"70 gPrijs per KG € 14,14",70 Gram,82,"Ingredienten:  magere MELK, room (MELK), aardbei (6,2%), suiker (6%), verdikkingsmiddelen (gemodificeerd maïszetmeel (tapioca,mais)), MELKeiwit, tricalciumcitraat, natuurlijke aroma's, bietensapconcentraat, MELKfermenten, vitamine D, zuurteregelaar (natriumcitraat)."
1667,2708,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,De Zaanse Hoeve Volle kwark,1.29,,1.0,,1.0,,,"500 gPrijs per KG € 2,58",500 Gram,115,Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
1668,2710,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Melkunie Breaker aardbei yoghurt,1.65,,,,,,,"200 gPrijs per KG € 8,25",200 Gram,98,"Ingrediënten: YOGHURT, suiker , 9% aardbei, gemodificeerd maïszetmeel, aroma"
1669,2711,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Griekse stijl portie,0.59,,1.0,,1.0,,,"150 gPrijs per KG € 3,93",150 Gram,120,Waarvan toegevoegde suikers 0g per 100 gram en waarvan toegevoegd zout 0g per 100 gram.
1670,2714,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Magere franse kwark,1.25,,1.0,,1.0,,,"500 gPrijs per KG € 2,50",500 Gram,52,Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
1671,2717,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Campina Magere yoghurt,1.79,,,,,,,"1 lPrijs per LT € 1,79",1 Liter,39,Schudden voor gebruik
1672,2720,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,Campina Milde halfvolle yoghurt,1.89,,,,,,,"1 lPrijs per LT € 1,89",1 Liter,47,Ingrediënten: geen
1673,2723,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Magere yoghurt,1.39,,1.0,,1.0,,,"1 lPrijs per LT € 1,39",1 Liter,38,Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter
1674,2728,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Biologisch Magere yoghurt,1.39,1.0,1.0,,1.0,,3.0,"1 lPrijs per LT € 1,39",1 Liter,40,"Ingrediënten: magere yoghurt*.
Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter
EU Landbouw"
1675,2733,"Dairy, vegetable and eggs",Yoghurt & cottage cheese,AH Biologisch Halfvolle yoghurt,1.69,1.0,1.0,,1.0,,3.0,"1 lPrijs per LT € 1,69",1 Liter,53,"Ingrediënten: halfvolle yoghurt*.
Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter
EU Landbouw"
